"outcome_concept_id","pt"
36617587,"PAPILLARY SEROUS ENDOMETRIAL CARCINOMA"
35104522,"HIGH GRADE B-CELL LYMPHOMA BURKITT-LIKE LYMPHOMA STAGE II"
36315821,"SEMEN LIQUEFACTION"
36316318,"URINE ARSENIC"
37521673,"COLPOSUSPENSION"
36314674,"HEPATITIS B ANTIGEN POSITIVE"
35104139,"FACTOR VII DEFICIENCY"
36313636,"ANTI-INSULIN ANTIBODY INCREASED"
36211411,"SPONDYLOPATHY TRAUMATIC"
36315425,"ALPHA 1 MICROGLOBULIN URINE INCREASED"
36315190,"SLIT-LAMP TESTS ABNORMAL"
35406399,"VIIITH NERVE INJURY"
37520941,"ANAL DILATION PROCEDURE"
36110919,"HERPES ZOSTER DISSEMINATED"
35708274,"DUODENAL ULCER, OBSTRUCTIVE"
37420467,"BURGLARY VICTIM"
36617905,"SMALL CELL LUNG CANCER LIMITED STAGE"
35305694,"MUIR-TORRE SYNDROME"
36617205,"SEBACEOUS ADENOMA"
36617677,"BENIGN NEOPLASM OF PROSTATE"
37119668,"EPIDIDYMAL ENLARGEMENT"
35104771,"PERSISTENT GENERALISED LYMPHADENOPATHY"
36211210,"VENA CAVA INJURY"
37320080,"HYPERKERATOSIS FOLLICULARIS ET PARAFOLLICULARIS"
36314195,"HAPTOGLOBIN ABNORMAL"
35506775,"LID LAG"
36315882,"BIOPSY FALLOPIAN TUBE ABNORMAL"
35305716,"CONGENITAL TONGUE ANOMALY"
35104107,"DUBOWITZ SYNDROME"
36315373,"UROLOGICAL EXAMINATION ABNORMAL"
36211063,"COMPLICATED FRACTURE"
36315338,"OTOSCOPY ABNORMAL"
37521686,"VAGINOPLASTY"
36314048,"APOLIPOPROTEIN INCREASED"
36312813,"BIOPSY RECTUM ABNORMAL"
35104553,"PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA"
36312275,"BLOOD PROINSULIN INCREASED"
36516987,"FLUCTUANCE"
35306167,"RENAL APLASIA"
36617540,"OVARIAN FIBROMA"
36312600,"ALPHA 1 FOETOPROTEIN AMNIOTIC FLUID ABNORMAL"
35506755,"HUNGRY BONE SYNDROME"
35809167,"SYMPTOM MASKED"
35305966,"OCULOAURICULOVERTEBRAL DYSPLASIA"
35104827,"EOSINOPHILIA MYALGIA SYNDROME"
36516835,"MYOSITIS-LIKE SYNDROME"
35306240,"BRONCHOGENIC CYST"
35707702,"DIVERTICULITIS OESOPHAGEAL"
35909434,"BILIARY ISCHAEMIA"
35708384,"GASTRIC CANCER STAGE III"
35607176,"CONJUNCTIVAL ABRASION"
37520978,"GASTROOESOPHAGEAL REFLUX PROPHYLAXIS"
36110717,"EMPHYSEMATOUS CYSTITIS"
36718068,"ACCESSORY NERVE DISORDER"
36718083,"GLOSSOPHARYNGEAL NERVE DISORDER"
35708260,"SIDEROPENIC DYSPHAGIA"
36919187,"ORGANIC ERECTILE DYSFUNCTION"
36718351,"CEREBROSPINAL FLUID RHINORRHOEA"
36617351,"PERINEURIAL CYST"
36316052,"BIOPSY PLEURA"
36312967,"CIRCULATING ANTICOAGULANT POSITIVE"
36314311,"URINE KETONE BODY ABSENT"
35707821,"BRUNNER'S GLAND HYPERPLASIA"
35809356,"THERAPEUTIC RESPONSE PROLONGED"
36919185,"FEMALE SEXUAL AROUSAL DISORDER"
36110427,"DERMATOPHYTOSIS"
35305803,"GLYCOGEN STORAGE DISORDER"
36315457,"BETA 2 MICROGLOBULIN DECREASED"
36110828,"AMERICAN TRYPANOSOMIASIS"
35909652,"BILE DUCT CANCER STAGE III"
35708546,"PANCREATIC CARCINOMA STAGE III"
36314518,"CULTURE URINE NEGATIVE"
35306184,"CONGENITAL UTERINE ANOMALY"
36311798,"CARDIAC MONITORING ABNORMAL"
36617437,"RENAL CYST RUPTURED"
36313126,"ANTI-ERYTHROPOIETIN ANTIBODY"
36314620,"CYTOMEGALOVIRUS TEST"
36314268,"ENDOTHELIN"
36315869,"BIOPSY CERVIX"
36315500,"ELECTROPHORESIS PROTEIN"
36315683,"UREA URINE INCREASED"
35707556,"ANAL SKIN TAGS"
37521718,"CYSTOPEXY"
36718185,"MILD MENTAL RETARDATION"
35708264,"ANO-RECTAL ULCER"
37521894,"WART EXCISION"
37521337,"BILIARY ANASTOMOSIS"
36617684,"BENIGN NEOPLASM OF TESTIS"
36718342,"SPINOCEREBELLAR DISORDER"
36313990,"CHYLOMICRONS"
36110676,"PSEUDOFOLLICULITIS BARBAE"
36617242,"METASTASES TO TRACHEA"
36314635,"EPSTEIN-BARR VIRUS TEST POSITIVE"
35104470,"B-CELL LYMPHOMA STAGE III"
35506523,"CATARACT DIABETIC"
36313881,"CYST ASPIRATION"
37520656,"MENISCUS REMOVAL"
36312484,"THYROXINE FREE ABNORMAL"
37521838,"INTERMITTENT POSITIVE PRESSURE BREATHING"
35305552,"ADRENAL INSUFFICIENCY NEONATAL"
36255704,"POST PROCEDURAL DIZZINESS"
36314013,"NON-HIGH-DENSITY LIPOPROTEIN CHOLESTEROL INCREASED"
35909524,"BILIARY FIBROSIS"
36316395,"BLOOD ZINC ABNORMAL"
35205115,"TRICUSPID VALVE SCLEROSIS"
35506697,"ECTOPIC CALCITONIN PRODUCTION"
35506543,"ENDOCRINE PANCREATIC DISORDER"
37521109,"PERFORATED DUODENAL ULCER REPAIR"
35506474,"ADRENAL HAEMATOMA"
37219792,"BRONCHOMALACIA"
36718572,"UPPER AIRWAY RESISTANCE SYNDROME"
36718018,"LATERAL MEDULLARY SYNDROME"
37119686,"TESTICULAR NECROSIS"
36416653,"LIPOEDEMA"
36718262,"HEAD TITUBATION"
36110606,"GENITAL INFECTION MALE"
36312208,"CATECHOLAMINES URINE DECREASED"
36312213,"EPINEPHRINE DECREASED"
36312223,"NOREPINEPHRINE DECREASED"
35607212,"CHOROID MELANOMA"
36516825,"OSTEOARTHROPATHY"
36718162,"PRESENILE DEMENTIA"
36311897,"CARDIAC TELEMETRY ABNORMAL"
35205237,"PERIPHERAL OEDEMA NEONATAL"
37521162,"EXTRACORPOREAL MEMBRANE OXYGENATION"
36110605,"EPIDIDYMAL INFECTION"
36718452,"MOTOR NEURONE DISEASE"
36314469,"FUNGUS BODY FLUID IDENTIFIED"
35808801,"APPLICATION SITE EXFOLIATION"
35808805,"APPLICATION SITE HYPERAESTHESIA"
35305564,"MULTIPLE ENDOCRINE ADENOMATOSIS TYPE I"
37521297,"RHINOPLASTY"
35808882,"IMPLANT SITE EXTRAVASATION"
35607408,"RETINAL ANEURYSM"
36110638,"PELVIC SEPSIS"
35305968,"SCAPHOCEPHALY"
36316116,"ANALGESIC DRUG LEVEL"
36312428,"PROGESTERONE INCREASED"
37520660,"REMOVAL OF FOREIGN BODY FROM JOINT"
37320274,"FOLLICULAR MUCINOSIS"
36313418,"MYELOCYTE COUNT DECREASED"
35406301,"AURAL POLYP"
35707846,"OESOPHAGEAL OEDEMA"
36416657,"PARTIAL LIPODYSTROPHY"
37119608,"PROSTATE INDURATION"
37119509,"CERVIX OEDEMA"
36312578,"CHITOTRIOSIDASE INCREASED"
35708047,"PSEUDOPOLYPOSIS"
36617406,"MALIGNANT NERVOUS SYSTEM NEOPLASM"
36110032,"CITROBACTER SEPSIS"
35707929,"GASTROENTERITIS VIBRIO"
36516997,"ANGIOLIPOMA"
36311839,"PULMONARY ARTERIAL WEDGE PRESSURE ABNORMAL"
35104854,"JESSNER'S LYMPHOCYTIC INFILTRATION"
37521319,"REMOVAL OF FOREIGN BODY FROM THROAT"
37521496,"CEREBRAL LOBOTOMY"
36211192,"VENOM POISONING"
35707910,"GASTROENTERITIS AEROBACTER"
36316397,"BLOOD ZINC INCREASED"
37521262,"LIP LESION EXCISION"
37220060,"TONSILLAR HAEMORRHAGE"
36110442,"PULMONARY ECHINOCOCCIASIS"
35104310,"PIGMENT NEPHROPATHY"
36718101,"CAROTID SINUS SYNDROME"
36009774,"RHINITIS PERENNIAL"
37522371,"SCLEROTHERAPY"
36211231,"CHEST CRUSHING"
35607328,"HYALOSIS ASTEROID"
36617408,"PRIMITIVE NEUROECTODERMAL TUMOUR"
36315175,"OPTIC NERVE CUP/DISC RATIO DECREASED"
37521756,"URETERECTOMY"
36718448,"SYMPATHICOTONIA"
36312620,"FOETAL MONITORING"
36918915,"ECHOPRAXIA"
37019367,"URETERAL SPASM"
36312854,"FULL BLOOD COUNT"
35607238,"LACRIMAL DUCT NEOPLASM"
36314713,"HEPATITIS E ANTIGEN"
36315543,"RETICULIN INCREASED"
43053771,"ANAPLASTIC THYROID CANCER"
36617232,"METASTASES TO PHARYNX"
37420449,"MULTIGRAVIDA"
37420454,"PRIMIGRAVIDA"
35205069,"CONGENITAL AORTIC VALVE INCOMPETENCE"
37522002,"FLUID INTAKE RESTRICTION"
36110312,"FLEA INFESTATION"
36314758,"URINE CYTOMEGALOVIRUS POSITIVE"
35104081,"BLOOD LOSS ANAEMIA NEONATAL"
36818794,"VASA PRAEVIA"
36211727,"BLOODY AIRWAY DISCHARGE"
36718497,"LUMBOSACRAL PLEXUS LESION"
35708659,"PERITONEAL LESION"
36718465,"POLYNEUROPATHY CHRONIC"
35305919,"CONGENITAL FLAT FEET"
36364976,"WEIGHT BELOW NORMAL"
37420389,"EXPOSURE TO EXTREME TEMPERATURE"
37521438,"CSF SHUNT OPERATION"
36256105,"PARARENAL PSEUDOCYST"
36617400,"INTRACRANIAL MENINGIOMA MALIGNANT"
35809379,"PELVIC FIBROSIS"
35205267,"PULMONARY ARTERY WALL HYPERTROPHY"
35104226,"LYMPHATIC SYSTEM NEOPLASM"
36617664,"VAGINAL CANCER STAGE II"
35809135,"HYPOHIDROSIS"
36315764,"BIOPSY URETHRA ABNORMAL"
37521328,"TONGUE OPERATION"
36110282,"SECONDARY SYPHILIS"
36818741,"INFANTILE APNOEIC ATTACK"
36110629,"AMNIOTIC INFECTION SYNDROME OF BLANE"
36110560,"OMPHALITIS"
37521223,"JAW LESION EXCISION"
37420481,"HOMICIDE"
36009765,"LARYNGOTRACHEAL OEDEMA"
35205160,"ARTERIOSCLEROSIS CORONARY ARTERY"
37521236,"OTORHINOLARYNGOLOGICAL SURGERY"
43053808,"INJECTION SITE BRUISING"
36312454,"FREE THYROXINE INDEX INCREASED"
36315399,"RENIN ABNORMAL"
36918965,"DISSOCIATIVE FUGUE"
37622394,"AORTIC ARTERIOSCLEROSIS"
35305926,"CONGENITAL LIMB HYPEREXTENSION"
37320308,"PHOTOONYCHOLYSIS"
36315318,"MEDICAL OBSERVATION"
36818828,"LABOUR PAIN"
36211249,"VIITH NERVE INJURY"
35104754,"LYMPHANGIOPATHY"
36718390,"CENTRAL PAIN SYNDROME"
36110758,"BORDERLINE LEPROSY"
36110760,"LEPROMATOUS LEPROSY"
37320094,"ATROPHIE BLANCHE"
36416526,"CENTRAL OBESITY"
37521592,"SALPINGO-OOPHORECTOMY UNILATERAL"
35305850,"LIPIDOSIS"
36312821,"BIOPSY STOMACH"
36110885,"ENCEPHALITIS ENTEROVIRAL"
37520747,"PERICARDIOTOMY"
35606896,"IRIS HYPOPIGMENTATION"
36313959,"DIAGNOSTIC PROCEDURE"
36314502,"CULTURE"
37520962,"RESECTION OF RECTUM"
35506604,"TESTICULAR FAILURE"
36517107,"BONE GIANT CELL TUMOUR"
36517103,"SYNOVIAL SARCOMA METASTATIC"
36718331,"GLIAL SCAR"
36110977,"POLYOMAVIRUS-ASSOCIATED NEPHROPATHY"
36316282,"HAIR METAL TEST"
35708098,"COLONIC ATONY"
37119549,"POLYMENORRHAGIA"
37119749,"VAGINAL STRICTURE"
37520646,"JOINT INJECTION"
37521842,"POSITIVE END-EXPIRATORY PRESSURE"
37019280,"FOCAL GLOMERULOSCLEROSIS"
37521609,"FEMALE GENITAL OPERATION"
37019305,"KIDNEY FIBROSIS"
36009810,"POLYCHONDRITIS"
35506724,"GLUCAGONOMA"
36315770,"ARTERIOGRAM RENAL ABNORMAL"
36313290,"RED BLOOD CELL POIKILOCYTES PRESENT"
36316241,"BLOOD CARBON MONOXIDE INCREASED"
36316163,"CARDIOACTIVE DRUG LEVEL"
36315356,"PROSTATE EXAMINATION ABNORMAL"
35606993,"PIGMENTARY GLAUCOMA"
36314162,"CARBOHYDRATE TOLERANCE DECREASED"
35305480,"X-LINKED CHROMOSOMAL DISORDER"
35305877,"BRANCHIAL CLEFT CYST"
36110285,"SYPHILIS GENITAL"
36718039,"CEREBRAL ARTERIOSCLEROSIS"
36919008,"POVERTY OF THOUGHT CONTENT"
37320297,"NAIL GROWTH ABNORMAL"
36617660,"VAGINAL CANCER METASTATIC"
35506739,"PARAGANGLION NEOPLASM"
36314611,"COXSACKIE VIRUS SEROLOGY TEST"
37622411,"PHLEBOSCLEROSIS"
36312217,"METANEPHRINE URINE ABNORMAL"
37521616,"ASSISTED DELIVERY"
36110245,"BRONCHITIS PNEUMOCOCCAL"
35306231,"LARYNGOCELE"
37019379,"URETHRAL STENOSIS"
37420526,"HEARING DISABILITY"
36517051,"FIBROSARCOMA"
36315900,"BIOPSY UTERUS"
35104737,"LYMPH NODE FIBROSIS"
35809194,"ERYTHROPLASIA"
36111026,"HAEMORRHAGIC FEVER"
37520750,"TRANSMYOCARDIAL REVASCULARISATION"
36718245,"RESPIRATORY PARALYSIS"
36311877,"CARDIAC VENTRICULOGRAM ABNORMAL"
37019244,"BLADDER MALPOSITION ACQUIRED"
36313000,"COAGULATION FACTOR XI LEVEL ABNORMAL"
36313332,"BASOPHIL PERCENTAGE DECREASED"
35506626,"GLYCOSURIA DURING PREGNANCY"
36918887,"OSMOPHOBIA"
36313313,"STOMATOCYTES PRESENT"
36314425,"HELICOBACTER PYLORI IDENTIFICATION TEST NEGATIVE"
37622422,"ARTERIOSCLEROSIS OBLITERANS"
36617501,"RHABDOID TUMOUR OF THE KIDNEY"
36009745,"PERFUME SENSITIVITY"
37320303,"ONYCHOCLASIS"
36211194,"DRUG EXPOSURE BEFORE PREGNANCY"
35808790,"APPLICATION SITE BURN"
35306114,"LAFORA'S MYOCLONIC EPILEPSY"
35708256,"VOLVULUS"
36110091,"NEUROBORRELIOSIS"
35305563,"MULTIPLE ENDOCRINE ADENOMATOSIS"
37520878,"IRIDECTOMY"
36110536,"ABSCESS RUPTURE"
36316005,"PEAK EXPIRATORY FLOW RATE INCREASED"
36312547,"SKELETAL MUSCLE ENZYMES"
35306248,"PULMONARY APLASIA"
35205310,"CARDIAC HYPERTROPHY"
35205335,"PAPILLARY MUSCLE DISORDER"
35809173,"YELLOW SKIN"
35909540,"HEPATITIS SYPHILITIC"
36311966,"BRACHIAL PULSE DECREASED"
36316118,"ANALGESIC DRUG LEVEL BELOW THERAPEUTIC"
36919048,"FRUSTRATION"
35104164,"DILUTIONAL COAGULOPATHY"
37219785,"BRONCHIAL DISORDER"
35306037,"CONGENITAL MUSCLE ABSENCE"
35104703,"ERYTHROBLASTOSIS"
36776409,"FEMORAL NERVE LESION"
37521600,"ASSISTED FERTILISATION"
37522253,"RENAL AND LIVER TRANSPLANT"
35607223,"BENIGN NEOPLASM OF EYELID"
35305588,"BLEPHAROPHIMOSIS CONGENITAL"
35305758,"CONGENITAL HERPES SIMPLEX INFECTION"
36313602,"TRANSAMINASES"
36315537,"PROTEIN TOTAL"
37521903,"CHONDRECTOMY"
35708289,"ANASTOMOTIC ULCER PERFORATION"
37521347,"CHOLEDOCHOLITHOTOMY"
36818649,"FOETAL-MATERNAL HAEMORRHAGE"
36313270,"RED BLOOD CELL AGGLUTINATION PRESENT"
35708233,"OBSTRUCTION GASTRIC"
35808926,"INFUSION SITE EXTRAVASATION"
35708641,"ORAL MUCOSA EROSION"
42889496,"GRAFT VERSUS HOST DISEASE IN LIVER"
42889498,"GRAFT VERSUS HOST DISEASE IN SKIN"
36110587,"INFECTIVE EXACERBATION OF CHRONIC OBSTRUCTIVE AIRWAYS DISEASE"
37622532,"PARADOXICAL PRESSOR RESPONSE"
36617694,"PENILE MALIGNANT NEOPLASM"
37622432,"PERIPHERAL ARTERIAL OCCLUSIVE DISEASE"
35707588,"BENIGN OESOPHAGEAL NEOPLASM"
36312123,"CHROMOSOME BANDING"
36313388,"MACROPHAGES INCREASED"
37219955,"NASOPHARYNGEAL REFLUX"
35708573,"ORAL SUBMUCOSAL FIBROSIS"
36617221,"METASTASES TO FALLOPIAN TUBE"
37420367,"JOB CHANGE"
35506657,"LUTEAL PHASE DEFICIENCY"
36313659,"ANTINUCLEAR ANTIBODY INCREASED"
36315326,"NUTRITIONAL CONDITION ABNORMAL"
35708247,"NEONATAL INTESTINAL OBSTRUCTION"
35707823,"GASTRIC DYSPLASIA"
36110696,"NASAL VESTIBULITIS"
36617896,"MALIGNANT RESPIRATORY TRACT NEOPLASM"
37522062,"INFECTION PROPHYLAXIS"
36718085,"GLOSSOPHARYNGEAL NEURALGIA"
36211317,"STRUCK BY LIGHTNING"
36009748,"REACTION TO DRUG EXCIPIENTS"
36312248,"THYROID GLAND SCAN ABNORMAL"
35305729,"CONGENITAL HEPATOMEGALY"
35707762,"GASTROINTESTINAL ANASTOMOTIC LEAK"
37019269,"CONTRACTED BLADDER"
37521386,"PENILE PROSTHESIS INSERTION"
37521271,"EUSTACHIAN TUBE OPERATION"
36315702,"URINE COLOUR ABNORMAL"
37622447,"CARDIOVASCULAR INSUFFICIENCY"
36312376,"BLOOD OESTROGEN ABNORMAL"
35707733,"PANCREATIC DUCT DILATATION"
35708662,"PERITONEAL PERFORATION"
36110291,"BUBONIC PLAGUE"
37521911,"FASCIECTOMY"
35305472,"GENE MUTATION"
35809247,"POST-TRAUMATIC PAIN"
35607479,"RETINAL MIGRAINE"
36110503,"BARTHOLIN'S ABSCESS"
36255707,"POST PROCEDURAL HEADACHE"
36211349,"URETERIC INJURY"
36313060,"PLASMIN INHIBITOR DECREASED"
37522352,"THROMBOEMBOLECTOMY"
36313344,"DIFFERENTIAL WHITE BLOOD CELL COUNT"
36617878,"MAXILLOFACIAL SINUS NEOPLASM"
35205359,"COXSACKIE PERICARDITIS"
35607203,"IVTH NERVE INJURY"
36315804,"UROGRAM ABNORMAL"
35607333,"VITREOUS DEGENERATION"
37521774,"URETHRAL REPAIR"
35506678,"PITUITARY CANCER METASTATIC"
36718027,"THALAMIC INFARCTION"
37521132,"LEUKAPHERESIS"
35305466,"WOLF-HIRSCHHORN SYNDROME"
35606860,"CORNEAL EXFOLIATION"
35607443,"BLINDNESS DAY"
37522359,"VASCULAR STENT INSERTION"
36312502,"TRI-IODOTHYRONINE UPTAKE DECREASED"
37019279,"URINARY TRACT INFLAMMATION"
37521113,"SMALL INTESTINAL ANASTOMOSIS"
35305622,"CONGENITAL VISUAL ACUITY REDUCED"
37622427,"ILIAC ARTERY OCCLUSION"
36211489,"LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR"
36516752,"OSTEOSIS"
35707662,"PULPITIS DENTAL"
36718492,"BRACHIAL PLEXOPATHY"
36617891,"LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE III"
36316135,"ANTICONVULSANT DRUG LEVEL ABNORMAL"
35707947,"CHOLERA"
36312009,"BIOPSY ARTERY"
37521888,"SEBACEOUS CYST EXCISION"
37521092,"PANCREATIC SPHINCTEROTOMY"
36919210,"SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION"
36312180,"HYDROXYCORTICOSTEROIDS INCREASED"
36312964,"CAPILLARY PERMEABILITY INCREASED"
36918899,"THANATOPHOBIA"
36110064,"RHODOCOCCUS INFECTION"
36617590,"FALLOPIAN TUBE CANCER METASTATIC"
35305465,"WERNER'S SYNDROME"
37520921,"ABDOMINAL WALL OPERATION"
36617360,"CHOROID PLEXUS PAPILLOMA"
36110927,"NEONATAL MUCOCUTANEOUS HERPES SIMPLEX"
36516877,"PELVIC FLOOR MUSCLE WEAKNESS"
35708191,"PORTAL VENOUS GAS"
35707768,"GASTROINTESTINAL STOMA COMPLICATION"
36312439,"URINE HUMAN CHORIONIC GONADOTROPIN ABNORMAL"
35204919,"TRIFASCICULAR BLOCK"
37420580,"POOR PERSONAL HYGIENE"
35104516,"FOLLICLE CENTRE LYMPHOMA, FOLLICULAR GRADE I, II, III STAGE III"
36718103,"VAGUS NERVE PARALYSIS"
36718069,"XITH NERVE PARALYSIS"
36111043,"TRACHEOBRONCHITIS VIRAL"
35104872,"MONOCYTOPENIA"
35909455,"GALLBLADDER FISTULA"
35607348,"EYE LUXATION"
36312818,"BIOPSY SMALL INTESTINE"
35205211,"OSLER'S NODES"
36517039,"EXTRA-OSSEOUS EWING'S SARCOMA"
36316078,"THORACIC CAVITY DRAINAGE TEST ABNORMAL"
36315589,"CREATINE URINE ABNORMAL"
36617831,"LUNG SQUAMOUS CELL CARCINOMA STAGE I"
36313847,"IMMUNE COMPLEX LEVEL INCREASED"
36211486,"RADIATION EXPOSURE"
35305917,"CONGENITAL CLAW TOE"
35809178,"DIAPEDESIS"
37522280,"THERAPY REGIMEN CHANGED"
36315166,"OCULOMOTOR STUDY ABNORMAL"
36110213,"SERRATIA BACTERAEMIA"
35204999,"COMPLICATIONS OF TRANSPLANTED HEART"
36314432,"MYCOPLASMA SEROLOGY"
35708348,"MESENTERIC ARTERY THROMBOSIS"
36718183,"TACHYPHRENIA"
37119694,"GENITAL PROLAPSE"
35305471,"FOETAL CHROMOSOME ABNORMALITY"
36315690,"URINARY NITROGEN INCREASED"
36516852,"MYOFASCIAL SPASM"
35909488,"HEPATIC CYST RUPTURED"
36314036,"APOLIPOPROTEIN B ABNORMAL"
35606853,"BOWMAN'S MEMBRANE DISORDER"
37521688,"ANTIDEPRESSANT THERAPY"
36009705,"ENCEPHALOPATHY ALLERGIC"
35707505,"OBTURATOR HERNIA"
35707806,"GASTROINTESTINAL FISTULA"
37420461,"HOMOSEXUALITY"
35707566,"RECTAL FISSURE"
36312013,"BIOPSY BLOOD VESSEL ABNORMAL"
37320240,"SCLEREMA"
37219980,"EPIGLOTTIC MASS"
36313690,"LE CELLS PRESENT"
37522014,"DRUG WITHDRAWAL MAINTENANCE THERAPY"
35607158,"NECROTISING RETINITIS"
35607068,"BACTERIAL IRITIS"
35708234,"PREPYLORIC STENOSIS"
37521573,"ORAL CONTRACEPTION"
37522007,"NUTRITIONAL SUPPORT"
37520708,"BREAST PROSTHESIS REMOVAL"
35607063,"PHOTOKERATITIS"
37520869,"BLEPHAROPLASTY"
37521478,"NEUROLYSIS"
36312875,"CROSSMATCH INCOMPATIBLE"
36009732,"ANALGESIC ASTHMA SYNDROME"
36315873,"BIOPSY CHORIONIC VILLOUS ABNORMAL"
35305600,"CONGENITAL IRIS ANOMALY"
37119615,"PROSTATIC INTRAEPITHELIAL NEOPLASIA"
35607468,"CHARLES BONNET SYNDROME"
36312408,"OESTROGEN RECEPTOR ASSAY NEGATIVE"
37219983,"LARYNGEAL DYSPLASIA"
36110953,"RESPIRATORY PAPILLOMA"
37522272,"SURGICAL STAPLING"
35104167,"FACTOR II MUTATION"
37522242,"PROMOTION OF PERIPHERAL CIRCULATION"
36315959,"ULTRASOUND SCAN VAGINA"
37219797,"ASTHMATIC CRISIS"
36717983,"CAROTID ANEURYSM RUPTURE"
35104755,"LYMPHANGIOSARCOMA"
36312928,"ANTI FACTOR VII ANTIBODY POSITIVE"
37219828,"BULLOUS LUNG DISEASE"
35124301,"REFRACTORY ANAEMIA WITH EXCESS BLASTS IN TRANSFORMATION"
37521061,"OESOPHAGEAL DILATION PROCEDURE"
36314774,"VIRUS CULTURE POSITIVE"
36313525,"ALANINE AMINOTRANSFERASE NORMAL"
36315348,"PHYSICAL EXAMINATION"
37585684,"LENS IMPLANT REMOVAL"
37420371,"RETIREMENT"
36818791,"PLACENTAL INFARCTION"
36517064,"MALIGNANT FIBROUS HISTIOCYTOMA METASTATIC"
36313208,"ERYTHROID SERIES ABNORMAL"
36617731,"TESTICULAR EMBRYONAL CARCINOMA STAGE II"
35305679,"UMBILICAL MALFORMATION"
36718437,"VERTIGO CNS ORIGIN"
35305976,"CONGENITAL SPINAL FUSION"
35708391,"CRONKHITE-CANADA SYNDROME"
37521311,"MAXILLARY ANTRUM OPERATION"
36110848,"SCRUB TYPHUS"
37119616,"PROSTATIC MASS"
35808792,"APPLICATION SITE COLD FEELING"
36312824,"BIOPSY TONGUE"
37521327,"GLOSSECTOMY"
37119766,"COITAL BLEEDING"
37522036,"ALLERGENIC DESENSITISATION PROCEDURE"
35633991,"DACRYOCANALICULITIS INFECTIVE"
36617888,"LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE 0"
36316379,"BLOOD POTASSIUM"
35607005,"EYELID VASCULAR DISORDER"
35306070,"FRIEDREICH'S ATAXIA"
36718159,"DEMENTIA OF THE ALZHEIMER''S TYPE, WITH DELIRIUM"
35305685,"DOLICHOCOLON"
36316453,"BLOOD OSMOLARITY"
36315619,"RENAL FUNCTION TEST"
35809240,"INFLAMMATORY PAIN"
36617890,"LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE II"
35104650,"PLASMABLASTIC LYMPHOMA"
37521100,"ILEAL OPERATION"
36315782,"PYELOGRAM RETROGRADE ABNORMAL"
36009827,"MYASTHENIA GRAVIS NEONATAL"
36718037,"CAROTID ARTERY INSUFFICIENCY"
36110987,"AIDS DEMENTIA COMPLEX"
36110343,"NASAL CANDIDIASIS"
37119579,"PENILE EXFOLIATION"
36617716,"TESTICULAR CANCER METASTATIC"
36313295,"RED BLOOD CELL SIDEROCYTES PRESENT"
35205311,"CARDIAC PSEUDOANEURYSM"
35104331,"LEUKAEMIC INFILTRATION PULMONARY"
37019252,"BLADDER TELANGIECTASIA"
36818718,"OBSTETRICAL PULMONARY EMBOLISM"
36617296,"MALIGNANT TRANSFORMATION"
36211583,"CONTRACEPTIVE DEVICE COMPLICATION"
35708058,"NECROTISING GASTRITIS"
35809232,"BREAKTHROUGH PAIN"
37420364,"LOW INCOME"
35406337,"EXOSTOSIS OF EXTERNAL EAR CANAL"
37521415,"TESTICULAR OPERATION"
36617420,"NERVOUS SYSTEM NEOPLASM"
37119593,"ACQUIRED HYDROCELE"
37420566,"CIRCUMCISED"
35606903,"APHAKIA"
36314134,"URINE LACTIC ACID INCREASED"
35506526,"DIABETIC GLAUCOMA"
37320112,"EXCESSIVE SKIN"
35708428,"COLORECTAL CANCER STAGE II"
35708352,"THROMBOSIS MESENTERIC VESSEL"
36617743,"TESTICULAR SEMINOMA (PURE) STAGE II"
35909678,"MALIGNANT HEPATOBILIARY NEOPLASM"
42889232,"GRAFT VERSUS HOST DISEASE IN INTESTINE"
37521372,"EPIDIDYMECTOMY"
36110073,"TUBERCULOUS ABSCESS CENTRAL NERVOUS SYSTEM"
35104792,"SPLENIC CANDIDIASIS"
35607372,"RETINAL INFILTRATES"
35306019,"DERMATOFIBROSIS LENTICULARIS DISSEMINATA"
37521589,"SALPINGECTOMY"
36009863,"DIALYSIS AMYLOIDOSIS"
35305719,"MICROGLOSSIA"
37521664,"UTERINE FIBROID EMBOLISATION"
37522329,"RENAL ARTERY STENT PLACEMENT"
36314692,"HEPATITIS C ANTIBODY"
36416569,"MAGNESIUM DEFICIENCY"
35406440,"TYMPANIC MEMBRANE ATROPHIC"
36313193,"PLATELETCRIT DECREASED"
35306041,"FAMILIAL TREMOR"
36313224,"HAEMOGLOBIN"
37521534,"SPINAL CORPECTOMY"
36617707,"PROSTATE CANCER STAGE II"
36313599,"PORTAL VEIN PRESSURE INCREASED"
35808884,"IMPLANT SITE HAEMATOMA"
36516803,"JOINT INSTABILITY"
37219848,"PULMONARY PNEUMATOCELE"
37521310,"FRONTAL SINUS OPERATION"
37521052,"LARGE INTESTINAL OBSTRUCTION REDUCTION"
37522158,"ELECTROLYTE SUBSTITUTION THERAPY"
