indication,indication_concept_id
MALE GENITAL TRACT TUBERCULOSIS,36110773
OPHTHALMIC MIGRAINE,36774896
CHRONIC GRAFT VERSUS HOST DISEASE IN LUNG,35327557
ENCEPHALITIS LETHARGICA,36110487
GLUCOCORTICOIDS NORMAL,36312179
CRYPTOCOCCAL MENINGOENCEPHALITIS,43009478
PALPATORY FINDING ABNORMAL,36315341
AUTOIMMUNE BLISTERING DISEASE,43010284
OBESITY CARDIOMYOPATHY,1199725
BLOOD BETA-D-GLUCAN POSITIVE,43009175
CEREBRAL RADIATION INJURY,788185
GASTRIC OCCULT BLOOD POSITIVE,36312832
CONTINUOUS GLUCOSE MONITORING,1199045
AUTOSCOPY,43562924
FOETAL MALFORMATION,35305502
EXTRANODAL MARGINAL ZONE B-CELL LYMPHOMA (MALT TYPE) STAGE III,35104502
ANION GAP,36314082
SEGMENTAL DIVERTICULAR COLITIS,1198548
LACTESCENT SERUM,36313145
ANOPHTHALMOS,35305615
FACIOBRACHIAL DYSTONIC SEIZURE,43010919
CENTRAL NERVOUS SYSTEM IMMUNE RECONSTITUTION INFLAMMATORY RESPONSE,1200807
MEDIASTINAL CYST,36617750
DUCHENNE MUSCULAR DYSTROPHY GENE CARRIER,35305449
AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS,43009419
PULMONARY SEQUESTRATION,35306251
GLAUCOMA DRAINAGE DEVICE PLACEMENT,1199152
CROSS SENSITIVITY REACTION,36314501
UMBILICAL CORD VASCULAR DISORDER,36818776
BLOODY PERITONEAL EFFLUENT,35708682
INFERIOR VENA CAVA SYNDROME,42890164
CARNITINE,36314050
HAEMORRHAGIC ASCITES,35708683
MACULAR THICKENING,43009195
5-HYDROXYINDOLACETIC ACID,36314216
ACQUIRED POROKERATOSIS,1198438
LEUKAEMOID REACTION,35104855
NASOPHARYNGEAL TUMOUR,43010382
PARANASAL SINUS AND NASAL CAVITY MALIGNANT NEOPLASM,36617858
BRONCHIAL ANASTOMOSIS COMPLICATION,36211728
NON-HODGKIN'S LYMPHOMA UNSPECIFIED HISTOLOGY INDOLENT STAGE III,35104663
PYOSTOMATITIS VEGETANS,43562917
NEGATIVE SYMPTOMS IN SCHIZOPHRENIA,35327653
PARANEOPLASTIC DERMATOSIS,788520
GANGRENOUS BALANITIS,36110042
ANAL RASH,43009476
CARDIAC FIBROMA,35205047
DNA ANTIBODY NEGATIVE,36313678
ANTINUCLEAR ANTIBODY NEGATIVE,36313660
URINARY TRACT SPASM,37178760
PRODUCT INTOLERANCE,1198897
POST-TRAUMATIC PUNCTATE INTRAEPIDERMAL HAEMORRHAGE,42889557
INFUSION SITE NODULE,35842295
FIBRINOLYSIS INCREASED,36313044
HYSTEROSALPINGECTOMY,37521656
SUBACUTE PANCREATITIS,43010564
ADMINISTRATION SITE ATROPHY,45886277
MULTIPLE ENDOCRINE NEOPLASIA TYPE 2B,43053730
BLEB REVISION,43010001
TENON'S CYST,35606823
INTESTINAL T-CELL LYMPHOMA STAGE IV,35104617
CHECKPOINT KINASE 2 GENE MUTATION,1334823
ULTRASOUND SCAN NORMAL,36313946
CUTANEOUS B-CELL LYMPHOMA,35327562
HER2 MUTANT NON-SMALL CELL LUNG CANCER,43009352
HODGKIN'S DISEASE LYMPHOCYTE PREDOMINANCE TYPE STAGE IV,35104433
EUBACTERIUM INFECTION,36110037
JUGULAR VEIN DISTENSION,35205031
INSULIN THERAPY,35328274
ISCHAEMIC CONTRACTURE OF THE LEFT VENTRICLE,42889014
MALARIA RECRUDESCENCE,1335209
GASTROINTESTINAL TRACT MUCOSAL DISCOLOURATION,35707829
DELTA-BETA THALASSAEMIA,35104274
TRENCH FEVER,36110833
OESOPHAGEAL DYSPLASIA,35707837
MYOPIC TRACTION MACULOPATHY,1198489
NONINFECTIVE ENCEPHALOMYELITIS,45885802
PREPUCE REDUNDANT,37119591
COOLING THERAPY,1200496
NPM1 GENE MUTATION,43009248
GASTRIC FIBROSIS,45885546
HIV ANTIBODY NEGATIVE,36314642
SPINAL ROD REMOVAL,37521544
SPINAL SUBDURAL HAEMATOMA,43562713
VIITH NERVE INJURY,36211249
HOMOCYSTEINE URINE,36314275
RIGHT VENTRICULAR ENLARGEMENT,35228204
RIGHT ATRIAL ENLARGEMENT,35228240
CYP2C9 POLYMORPHISM,45886169
EXPOSURE VIA GRANDFATHER,43010685
DISSEMINATED NEONATAL HERPES SIMPLEX,35329385
CEREBRAL MASS EFFECT,36774949
SPHINGOMONAS PAUCIMOBILIS INFECTION,42889529
INTENTIONAL UNDERDOSE,43562865
SKULL X-RAY,36314870
EYELID SCAR,43009361
DIABETIC HEPATOPATHY,42889035
VACCINATION SITE SWELLING,42889302
ADVERSE EVENT FOLLOWING IMMUNISATION,42889475
CENTRAL NERVOUS SYSTEM DERMOID TUMOUR,35305492
ADRENAL REST TUMOUR OF THE TESTIS,36673207
EYE PARAESTHESIA,46276845
THYROXINE FREE ABNORMAL,36312484
LARYNGOPHARYNGITIS,35741296
ELEPHANTIASIS NOSTRAS VERRUCOSA,42888932
APPLICATION SITE BRUISE,43053798
PHRENIC NERVE INJURY,43009921
ELECTROCARDIOGRAM QT INTERVAL,36311920
AMNIOTIC FLUID INDEX DECREASED,45886254
POSTCOLECTOMY PANENTERITIS,43010040
REMOVAL OF RENAL TRANSPLANT,37521739
IMMUNE-MEDIATED PANCREATITIS,43009711
PLATELETCRIT,36313191
AXONAL AND DEMYELINATING POLYNEUROPATHY,43011334
PROVIDENCIA INFECTION,43009155
FIBROSING COLONOPATHY,35708252
SCLERAL DISCOLOURATION,35607385
FUNCTIONAL RESIDUAL CAPACITY DECREASED,36315989
CHA2DS2-VASC ANNUAL STROKE RISK MODERATE,46276750
PSEUDOMONAL SKIN INFECTION,43009934
MANUFACTURING LABORATORY ANALYTICAL TESTING ISSUE,1199847
LUPOID HEPATIC CIRRHOSIS,35909529
CORNEAL PIGMENTATION,35606866
EYELID PTOSIS CONGENITAL,35305593
CONSTIPATION NEONATAL,1335255
PML/RAR ALPHA EXPRESSION,45886161
PASH SYNDROME,43010117
BLADDER TUMOUR ANTIGEN,43009308
HORMONE RECEPTOR NEGATIVE HER2 POSITIVE BREAST CANCER,35327514
OVERCHELATION,35327622
NASAL SEPTUM ULCERATION,37220028
LABRUNE SYNDROME,43009703
POSITIVE END-EXPIRATORY PRESSURE,37521842
CULTURE STOOL,36314508
ALSTROEM SYNDROME,35305634
TOXIC ERYTHEMA OF CHEMOTHERAPY,45886729
DISSEMINATED TOXOPLASMOSIS,43009506
MALIGNANT MIDDLE EAR NEOPLASM,35406418
DISCOLOURED VOMIT,1200756
UPPER AERODIGESTIVE TRACT INFECTION,36110714
ORAL MELANOCYTIC NAEVUS,35326914
GLOSSECTOMY,37521327
RED BLOOD CELL TRANSFUSION,42622378
GELASTIC SEIZURE,43009718
RETINAL ANOMALY CONGENITAL,35305639
MULTIFOCAL FIBROSCLEROSIS,35327353
VACCINE VIRUS SHEDDING,42889512
HAEMOPHILUS SEPSIS,36110141
LEFT ATRIAL APPENDAGE CLOSURE IMPLANT,35327682
SEVERE INVASIVE STREPTOCOCCAL INFECTION,42889544
CENTRAL VENOUS PRESSURE ABNORMAL,36311813
FLUCTUANCE,36516987
CANDIDA TEST,42890108
EXERCISE TEST,36311826
SUFFOCATION FEELING,37219934
ILIAC VEIN STENOSIS,43009417
PACHYDERMOPERIOSTOSIS,35306026
ARTERECTOMY WITH GRAFT REPLACEMENT,37522302
PYRUVATE CARBOXYLASE DEFICIENCY,788494
MAXILLARY ANTRUM OPERATION,37521311
RECTAL ULTRASOUND,36312744
SPERMATIC CORD INFLAMMATION,37119534
22Q11.2 DELETION SYNDROME,43011069
SUBACUTE INFLAMMATORY DEMYELINATING POLYNEUROPATHY,1200145
PLACENTA GROWTH FACTOR,1334638
CORPORA CAVERNOSA SURGERY,37521384
IMPACTED FRACTURE,36211070
SARS-COV-2 RNA,35327384
TERTIARY ADRENAL INSUFFICIENCY,35327393
CONJUNCTIVAL STAINING,42890532
GASTRIC MUCOSAL CALCINOSIS,1198801
GONOCOCCAL HEART DISEASE,788714
POST-ACUTE COVID-19 SYNDROME,35328030
OVARIOCENTESIS,37521643
CORYNEBACTERIUM TEST POSITIVE,42890039
PROSTHETIC CARDIAC VALVE MALFUNCTION,43054436
HYPOFERRITINAEMIA,43009674
ARTHRITIS HELMINTHIC,36110443
RETINAL FOVEA DISORDER,35633501
CHOROIDAL OSTEOMA,43009588
CAPILLARY PERMEABILITY,36312963
FOLLICULAR DISORDER,42622094
BILIARY ABSCESS,35909408
INCISION SITE ABSCESS,36110547
ARTIFICIAL RUPTURE OF MEMBRANES,37521615
PAPILLOMA CONJUNCTIVAL,35607231
URINARY BLADDER ABSCESS,36110734
NEUROLOGIC NEGLECT SYNDROME,36718310
HERPES ZOSTER MENINGORADICULITIS,1198014
SECONDARY THROMBOCYTOSIS,43009705
GRAFT VERSUS HOST DISEASE ORAL,42622624
BONE DEMINERALISATION,35326909
MYOCARDIAL STUNNING,42889008
BARTONELLA TEST,45885927
UTERINE ISCHAEMIA,37119722
VACCINE POSITIVE RECHALLENGE,35809362
PULMONARY CALCIFICATION,37219842
CRICOPHARYNGEAL ACHALASIA,1200707
PULPLESS TOOTH,1335235
HEPATIC CYTOLYSIS,35944489
CATHETER DIRECTED THROMBOLYSIS,35327159
HYPERTROPHIC OLIVARY DEGENERATION,1198650
INTRA-OCULAR INJECTION COMPLICATION,1198355
RETINAL OCCLUSIVE VASCULITIS,35326968
ALEXANDER DISEASE,43009886
ULTRASOUND PELVIS,36315953
ANGIOTENSIN II INCREASED,36315391
SKIN GRAFT SCAR,43053936
XXXY SYNDROME,35305481
ACQUIRED LEFT VENTRICLE OUTFLOW TRACT OBSTRUCTION,35327855
GENITAL DYSAESTHESIA,1335207
INFUSION SITE ERYTHEMA,35808924
LUMBOSACRAL RADICULOPLEXUS NEUROPATHY,35326973
DYSDIADOCHOKINESIS,36775560
FAT EMBOLISM SYNDROME,1198716
GLUTEOPLASTY,788197
GENITOURINARY SYNDROME OF MENOPAUSE,43009858
PERIPHERAL T-CELL LYMPHOMA UNSPECIFIED STAGE I,35104628
CATHETER SITE HYPOAESTHESIA,43562895
INJECTION SITE NECROSIS,35809001
UTERINE MYOMA EXPULSION,45886435
PUNCTURE SITE INJURY,43010722
PARADOXICAL INSOMNIA,43011394
HEPATIC DYSPLASIA,35909490
ANTIPROGESTATIONAL THERAPY,37520791
RADIATION THYROIDITIS,35506765
MAGNETIC RESONANCE IMAGING SPINAL NORMAL,43009527
TESTICULAR TORSION,37119692
HEMICONVULSION-HEMIPLEGIA-EPILEPSY SYNDROME,35326861
ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA STAGE I,35104607
TONSILLAR HAEMORRHAGE,37220060
POSTOPERATIVE THORACIC PROCEDURE COMPLICATION,36211738
COXSACKIE MYOCARDITIS,35205289
FAECAL CALPROTECTIN INCREASED,42889812
CRYPTITIS,1200762
VACCINATION SITE INFECTION,35809031
ELECTROCARDIOGRAM QRS COMPLEX,36311915
PLACENTAL CYST,43010112
LYMPHOPLASMACYTOID LYMPHOMA/IMMUNOCYTOMA REFRACTORY,35104527
OVARIAN GERM CELL CHORIOCARCINOMA STAGE III,36617625
ABNORMAL DNA METHYLATION,43010899
ANTI FACTOR VIII ANTIBODY TEST,36312931
STIFF SKIN SYNDROME,35327901
ADNEXAL TORSION,43054062
STOMA SITE HAEMORRHAGE,45885358
TP53 GENE MUTATION,43009643
CHYLURIA,37019417
DISRUPTION OF THE PHOTORECEPTOR INNER SEGMENT-OUTER SEGMENT,43009764
MITRAL PERFORATION,35205088
URINE OSMOLARITY,36316472
FACTOR II INHIBITION,45887441
LEVATOR SYNDROME,35707570
THYMIC CARCINOMA,42622058
FRAMINGHAM RISK SCORE,35327977
JUGULAR VEIN EMBOLISM,1335286
PSEUDO-BARTTER SYNDROME,36416587
NASAL CYST REMOVAL,37521289
COAGULATION FACTOR V LEVEL INCREASED,36312982
ORTHOSIS USER,37420540
VAGINAL CANCER STAGE IVB,36617667
MAGNETIC RESONANCE IMAGING ABNORMAL,788884
LIP REPAIR,37521264
NATURAL KILLER CELL ACTIVITY INCREASED,1197838
CHEYNE-STOKES RESPIRATION,37219887
BONE MARROW EOSINOPHILIC LEUKOCYTE COUNT INCREASED,36312896
CANCER WITH A HIGH TUMOUR MUTATIONAL BURDEN,35327592
CARDIAC THERAPEUTIC PROCEDURE,35327493
CEREBRAL ARTERY STENT INSERTION,1334777
ISCHIATIC HERNIA,35707502
C1 ESTERASE INHIBITOR DECREASED,36313750
ALLERGIC COLITIS,35708037
GINGIVAL OEDEMA,35708631
PRODUCT CONTAMINATION MICROBIAL,35809255
RADIATION DYSPHAGIA,35708194
POSTIMPLANTATION SYNDROME,42889581
PERICARDIAL CYST,35205056
HYPERORNITHINAEMIA-HYPERAMMONAEMIA-HOMOCITRULLINURIA SYNDROME,43010118
NEUROGENIC HYPERTENSION,36718447
GASTRIC ASPIRATION PROCEDURE,43010998
DEAFNESS CONGENITAL,35305551
HEEL FAT PAD SYNDROME,1198644
GENITAL BLISTER,45885731
MARITAL PROBLEM,37420431
HYDRANENCEPHALY,43053741
VASCULAR COMPRESSION THERAPY,46276554
LINEAGE SWITCH LEUKAEMIA,35327148
JEAVONS SYNDROME,43010331
GASTROINTESTINAL EXAMINATION ABNORMAL,36315293
AORTICOPULMONARY SEPTAL DEFECT,35305413
PLATELET STORAGE POOL DEFICIENCY,43011352
BLOOD CARBON MONOXIDE DECREASED,36316240
PHONOPHOBIA,35406326
INFUSION SITE SWELLING,35808952
ENDOCARDITIS HISTOPLASMA,35205226
PARIETAL LOBE EPILEPSY,35327583
HABIT COUGH,43011403
PAPILLARY MUSCLE INFARCTION,35205192
MANNOSE-BINDING LECTIN DEFICIENCY,43009904
CALCITONIN SECRETION DISORDER,35506772
MICROSPORUM INFECTION,36110379
RADIOTHERAPY TO BLOOD,37521151
SACROILIAC JOINT DYSFUNCTION,43011044
CHOROIDAL DETACHMENT,35607324
MYOPERICYTOMA,43009760
BENIGN MIDDLE EAR NEOPLASM,35406415
NASAL NEOPLASM BENIGN,36617752
PARANASAL SINUS BENIGN NEOPLASM,36617755
WATERHOUSE-FRIDERICHSEN SYNDROME,36110188
INTRADUCTAL PAPILLOMA OF BREAST,36617160
CORROSIVE GASTRITIS,42889249
MYOCARDIAL INJURY,35327456
APPENDIX CANCER METASTATIC,35326898
MITOCHONDRIAL CARDIOMYOPATHY,43009555
IMMUNE-MEDIATED ENDOCRINOPATHY,1199182
FOLLICULAR LYMPHOMA STAGE I,35326994
ABSCESS SWEAT GLAND,36110654
EXTERNAL FIXATION OF FRACTURE,37520621
SCHINZEL SYNDROME,43010459
ANTI-MELANOMA DIFFERENTIATION-ASSOCIATED PROTEIN 5 ANTIBODY POSITIVE,35327308
BRAIN FOG,37179234
NOROVIRUS INFECTION,35328028
DISCOURAGEMENT,43009444
PALATAL OEDEMA,35708635
"BLADDER CANCER STAGE I, WITHOUT CANCER IN SITU",36617464
OPTIC PATHWAY INJURY,35607206
HYMENOLEPIASIS,35707966
INTESTINAL VARICES HAEMORRHAGE,788130
ACQUIRED PROTEIN S DEFICIENCY,35104131
HAEMORRHAGIC CEREBRAL INFARCTION,36718009
ODONTOMA,43010356
ATELECTASIS NEONATAL,36818749
TOOTH HYPOPLASIA,35305659
BACTERIAL MYOSITIS,35328018
EPIDERMAL NAEVUS SYNDROME,788501
NEONATAL TACHYARRHYTHMIA,1334678
NEOVAGINAL STENOSIS,43010054
AGONAL RESPIRATION,35328285
TORULOPSIS INFECTION,36110402
ATRIOVENTRICULAR NODE DYSFUNCTION,43010884
CSF WHITE BLOOD CELL COUNT INCREASED,36315033
CSF VOLUME DECREASED,1200478
INNER EAR INFARCTION,42889026
HAEMORRHAGIC TRANSFORMATION STROKE,36718011
PLATELET ADHESIVENESS INCREASED,36313167
HCOV-OC43 INFECTION,35326879
THERAPEUTIC DRUG MONITORING ANALYSIS INCORRECTLY PERFORMED,43562796
VOCAL CORD CYST,36617769
OPTICAL COHERENCE TOMOGRAPHY,36313919
PERIVASCULAR EPITHELIOID CELL TUMOUR,35327198
ACQUIRED CHROMOSOMAL ABNORMALITY,43010551
EXTENSIVE SWELLING OF VACCINATED LIMB,35809219
INDETERMINATE LEPROSY,36110759
HIGH GRADE B-CELL LYMPHOMA BURKITT-LIKE LYMPHOMA REFRACTORY,35104520
GASTROINTESTINAL SCARRING,1199860
PRODUCT PACKAGING DIFFICULT TO OPEN,1198222
VACCINATION SITE JOINT PAIN,45885499
HBV-DNA POLYMERASE INCREASED,36314640
RIGHT VENTRICLE OUTFLOW TRACT OBSTRUCTION,35205138
EPIPHYSIODESIS,45886180
HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR DECREASED,788304
BLOOD CORTICOSTERONE ABNORMAL,36312155
SALPINGO-OOPHORECTOMY UNILATERAL,37521592
MALIGNANT MESENCHYMOMA RECURRENT,36517070
CONGENITAL HYPOGONADOTROPIC HYPOGONADISM,43009379
HYPERSENSITIVITY MYOCARDITIS,1200436
DRUG METABOLITE LEVEL HIGH,43009709
ACUTE HAEMORRHAGIC CONJUNCTIVITIS,35607024
PURINES DECREASED,35328176
TORSION OF THE URETHRA,37019374
NEONATAL EPILEPTIC SEIZURE,1334741
CONFIRMED E-CIGARETTE OR VAPING PRODUCT USE ASSOCIATED LUNG INJURY,35327985
CRANIAL NERVE DECOMPRESSION,1200520
UTERINE NECROSIS,42889672
DYSANIA,42622458
SMOOTH MUSCLE ANTIBODY,36313703
INFUSION SITE ESCHAR,1334754
CHEILECTOMY,1198000
INTESTINAL MUCOSAL TEAR,43009384
LABORATORY TEST NORMAL,36313970
ORAL BLOOD BLISTER,46277164
BILE ACIDS INCREASED,37178500
MENINGITIS ENTEROVIRAL,36110886
RET GENE MUTATION,42889434
BLOOD ALDOSTERONE,36312149
BARTONELLA TEST POSITIVE,42890016
COMPUTERISED TOMOGRAM PANCREAS,43009664
FEAR OF PREGNANCY,36918879
OROPHARYNGEAL CANCER STAGE II,35708492
BILE DUCT CANCER STAGE II,35909651
THORACOTOMY,37521813
INTERSECTION SYNDROME,1200773
NSAID EXACERBATED RESPIRATORY DISEASE,37177765
ANTIPLATELET REVERSAL THERAPY,35327972
MYOCLONIC DYSTONIA,43010334
GIANOTTI-CROSTI SYNDROME,35909575
TRANSITIONAL VERTEBRAE,45886363
BENCE JONES PROTEINURIA,36617315
HEPATIC PERFUSION DISORDER,43009482
APPLICATION SITE ALOPECIA,35808786
LIGAMENTUM FLAVUM HYPERTROPHY,788509
EAR INFLAMMATION,35327750
WITHDRAWAL HYPERTENSION,35809376
UMBILICAL ERYTHEMA,37320165
BREAST PROSTHESIS USER,37420512
FUNGAL FOOT INFECTION,36147828
VENTRICULAR DYSSYNCHRONY,42889016
CHOLEDOCHAL CYST,35305724
BODY MODIFICATION,35327992
INTRACRANIAL LIPOMA,42889075
HUMAN METAPNEUMOVIRUS TEST POSITIVE,43054125
ABDOMINAL WALL MASS,35707523
CERVICITIS TRICHOMONAL,36110821
MENINGITIS CHEMICAL,36211144
CEREBELLAR EMBOLISM,36717989
DRUG DELIVERY SYSTEM REMOVAL,1198860
BLADDER SQUAMOUS CELL CARCINOMA STAGE III,36617472
POST ABORTION HAEMORRHAGE,36818623
CORD COLITIS SYNDROME,43009920
INFUSION SITE IRRITATION,35808935
ARTHRECTOMY,37520632
LARGE INTESTINE ANASTOMOSIS,37521053
VERTEBRAL END PLATE INFLAMMATION,43010289
ANAPHYLACTOID SYNDROME OF PREGNANCY,35104157
BILIARY TRACT DILATION PROCEDURE,37521340
EAR AND HEARING DISORDER PROPHYLAXIS,1199401
FALLOPIAN TUBE OBSTRUCTION,37119553
HANTAVIRUS PULMONARY INFECTION,36110906
CORONARY ARTERY PERFORATION,35205169
URETERIC OPERATION,37521758
MULTIPLE CARBOXYLASE DEFICIENCY,35305780
ABETALIPOPROTEINAEMIA,43009205
OCULAR SURFACE STEM CELL TRANSPLANT REJECTION,43009620
HYPOGLYCAEMIC ENCEPHALOPATHY,35506640
NEOSCYTALIDIUM INFECTION,1200621
SICKLE CELL NEPHROPATHY,43011205
VISUAL FIELD TESTS ABNORMAL,36315204
RETINOSCOPY,1335169
SMEAR VAGINAL ABNORMAL,36315913
GLUTATHIONE S-TRANSFERASE INCREASED,42889786
AMENORRHOEA-GALACTORRHOEA SYNDROME,35506661
CYTOMEGALOVIRUS MONONUCLEOSIS,35104851
RHEUMATOLOGICAL EXAMINATION,43009403
POST ABLATION SYNDROME,35327123
TUBERCULOSIS OF PERIPHERAL LYMPH NODES,35104776
GATAD2B ASSOCIATED NEURODEVELOPMENTAL DISORDER,1199684
URINE POTASSIUM INCREASED,36315720
RENAL FUSION ANOMALY,35306169
NEONATAL HYPOTENSION,36818734
OSTEOCHONDRODYSPLASIA,42622312
IRVAN SYNDROME,43562854
DERMATITIS ARTEFACTA,36211386
TRAUMATIC PANCREATITIS,45885690
ABLEPHARON MACROSTOMIA SYNDROME,43011408
ISCHAEMIC HEPATITIS,35909626
MCLEOD NEUROACANTHOCYTOSIS SYNDROME,1200348
CARCINOID TUMOUR IN THE LARGE INTESTINE,42622719
EXPOSURE TO EXTREME TEMPERATURE,37420389
LOIN PAIN HAEMATURIA SYNDROME,42889453
SUDDEN INFANT DEATH SYNDROME,35809069
CONJUNCTIVAL RETRACTION,1198404
OROPHARYNGEAL SWELLING,35708634
JOINT MANIPULATION,37520648
EPIPHYSEAL INJURY,36211084
ORCHIDOPEXY,37521410
BACTERIAL ENDOPHTHALMITIS,35327549
OPIOID SPARING TREATMENT,35327897
IMPLANT SITE CELLULITIS,35808872
PURINES INCREASED,35328145
PARANEOPLASTIC NEPHROTIC SYNDROME,45886152
HEPATITIS C VIRUS CORE ANTIGEN,43010360
BIOPSY PLEURA,36316052
USE OF ACCESSORY RESPIRATORY MUSCLES,42890324
NEW ONSET REFRACTORY STATUS EPILEPTICUS,37177807
PHRENIC NERVE PARALYSIS,36718479
SICK CELL SYNDROME,45886416
ILEAL ATRESIA,35305689
CYTOKINE INCREASED,35327851
IMMUNE-MEDIATED NEPHRITIS,43009850
ACQUIRED PHIMOSIS,37119571
DUODENAL VARICES,35708356
COLOPATHY,35736649
GRANULOCYTE-COLONY STIMULATING FACTOR LEVEL NORMAL,1200007
HRD GENE MUTATION ASSAY,43010304
SIGMOIDECTOMY,37521057
SCLERODERMA-LIKE REACTION,36045709
ORBITAL CYST,35607352
PRODUCT COUNTERFEIT,35809300
JEJUNAL ULCER PERFORATION,35708307
AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY,43009430
URINARY TRACT TOXICITY,1335053
GLOMANGIOPERICYTOMA,1334973
RIGHT AORTIC ARCH,35305412
GASTRIC TRANSPOSITION,1199305
SINGLE UMBILICAL ARTERY,35305402
CANCER CELLS URINE PRESENT,35327465
HEPATIC NEUROENDOCRINE TUMOUR,35327303
LEPTIN RECEPTOR DEFICIENCY,43010172
CONJUNCTIVAL BLEB,35606832
DEVICE MECHANICAL ISSUE,43009845
INTRATHECAL INJECTION,43011146
GAMMA RADIATION THERAPY TO PROSTATE,37521395
PORTOGRAM,1200303
ADMINISTRATION SITE ANAESTHESIA,45886276
ANTERIOR CHAMBER CELL,35607016
CONGENITAL CEREBROVASCULAR ANOMALY,35305419
MAGNETIC RESONANCE IMAGING THORACIC,43010410
CERVICAL CONISATION,37521548
LUPUS MILIARIS DISSEMINATUS FACIEI,37320210
CARDIAC DEVICE REPROGRAMMING,1334797
IMMUNE-MEDIATED ADRENAL INSUFFICIENCY,35327944
CARDIOTHORACIC RATIO INCREASED,36311886
MATRIX METALLOPROTEINASE-3 INCREASED,36312592
ELECTRICAL BURN,42889565
ACQUIRED APPARENT MINERALOCORTICOID EXCESS,1199682
DIABETIC ENCEPHALOPATHY,35506515
RADIOIMMUNOTHERAPY,35328170
NASAL CAVITY MASS,37220015
PERITONEAL PERMEABILITY DECREASED,42889832
THROMBOSIS WITH THROMBOCYTOPENIA SYNDROME,35328089
CILIARY GANGLIONITIS,43009229
INTESTINAL VASCULAR DISORDER,35327858
APGAR SCORE LOW,36315256
ADCY5-RELATED DYSKINESIA,43011372
PRODUCT ADMINISTRATION INTERRUPTED,1198928
AMYLOID RELATED IMAGING ABNORMALITIES,42890322
EPIPHYSES DELAYED FUSION,35506571
FREE PROSTATE-SPECIFIC ANTIGEN,36313726
BILIARY TRACT OPERATION,37521341
PINEOCYTOMA,36617432
GASTRIC RESIDUAL INCREASED,1198398
VACUUM ASPIRATION,43010355
POLYMERASE CHAIN REACTION,36313974
IMMUNE-MEDIATED HYPERTHYROIDISM,43010938
OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA,43009276
SHOPLIFTING,37420490
ENCEPHALITIS WESTERN EQUINE,36110858
PERSISTENT LEFT SUPERIOR VENA CAVA,35305441
SARCOID-LIKE REACTION,35327254
PROCTITIS FUNGAL,35707887
DIFFUSE UVEAL MELANOCYTIC PROLIFERATION,788516
MATERNAL HYPERTENSION AFFECTING FOETUS,36818655
B-CELL LYMPHOMA UNCLASSIFIABLE,42622650
CEREBRAL NOCARDIOSIS,35327444
CORTISOL FREE URINE ABNORMAL,36312166
HYPOCHROMASIA,35104708
CRICOPHARYNGEAL MYOTOMY,37521315
EPSTEIN-BARR VIRUS TEST NEGATIVE,36314634
VENTRICULO-CARDIAC SHUNT,37521447
COCKAYNE'S SYNDROME,35306101
BARIATRIC GASTRIC BALLOON REMOVAL,1335221
MICROSCOPY,42889986
REVERSAL OF ANALGESIA,35327522
DEVICE FUNCTION TEST,42889983
CONGENITAL SKIN DIMPLES,43053747
DISSEMINATED LEISHMANIASIS,36149766
ACQUIRED HEPATOCEREBRAL DEGENERATION,1198804
RHEUMATOID MENINGITIS,35327048
CONGENITAL MELANOSIS,35306269
UTERINE TUMOUR EXCISION,37521669
CENTRAL HYPOTHYROIDISM,42622697
OROFACIAL GRANULOMATOSIS,35327272
PAGE KIDNEY,46276658
INTRAPERICARDIAL THROMBOSIS,42889018
RECURRENT PYOGENIC CHOLANGITIS,1335057
MANDIBULOFACIAL DYSOSTOSIS,35305895
FOOD PROTEIN-INDUCED ENTEROCOLITIS SYNDROME,35328107
VENTRICULAR CISTERNOSTOMY,37521446
DRY LUNG SYNDROME,43562933
BILE ACIDS,37178501
CORNEAL EPITHELIAL DOWNGROWTH,35327912
CONJUNCTIVAL OPERATION,37520832
ENCEPHALOMYELITIS VIRAL,35327071
PHARYNGEAL FISTULA,37220044
ACQUIRED FACTOR VIII DEFICIENCY,43011423
CHOREA-ACANTHOCYTOSIS,1199888
INHIBIN A,1197931
ORAL MUCOSAL SCAR,43010927
INTENTIONAL PRODUCT MISUSE TO CHILD,43010317
SEPTIC COAGULOPATHY,43010933
CORNEAL ENDOTHELIAL CELL LOSS,42889161
PNEUMOCENTESIS,37521798
EPIRETINAL MEMBRANE,35635067
NASAL ODOUR,37220023
GRANULOCYTE-COLONY STIMULATING FACTOR LEVEL DECREASED,1198367
ACUTE NECROTISING MYELITIS,35328114
DEVICE PLACEMENT ISSUE,43010227
VOLVULUS REPAIR,43562615
AORTIC PSEUDOANEURYSM,1335075
AMPHETAMINES,36316200
HYPONATRAEMIC ENCEPHALOPATHY,36416601
MULTIPLE EPIPHYSEAL DYSPLASIA,35306005
POLYMERASE CHAIN REACTION POSITIVE,45886154
BILE DUCT NECROSIS,35909429
GRADENIGO'S SYNDROME,35406425
CORNEAL LACERATION,35328322
BARIUM DOUBLE CONTRAST NORMAL,36312684
VIRAL MUTATION IDENTIFIED,36314766
CLEAR CELL PAPILLARY RENAL CELL CARCINOMA,35326872
