indication,indication_concept_id,indication_clean,cancer_flag
URETERIC ANASTOMOSIS COMPLICATION,36211765,URETERIC ANASTOMOSIS COMPLICATION,FALSE
SMEAR TEST,36313900,SMEAR TEST,FALSE
SUPERIMPOSED PRE-ECLAMPSIA,43010600,SUPERIMPOSED PRE-ECLAMPSIA,FALSE
HODGKIN'S DISEASE UNCLASSIFIABLE,35104412,HODGKIN'S DISEASE UNCLASSIFIABLE,TRUE
APPLICATION SITE JOINT ERYTHEMA,45886349,APPLICATION SITE JOINT ERYTHEMA,FALSE
TRIGEMINAL NERVE ABLATION,37521457,TRIGEMINAL NERVE ABLATION,FALSE
GREY ZONE LYMPHOMA,43011310,GREY ZONE LYMPHOMA,TRUE
STENOSIS OF VESICOURETHRAL ANASTOMOSIS,36211763,STENOSIS OF VESICOURETHRAL ANASTOMOSIS,FALSE
PARAPHARYNGEAL SPACE INFECTION,43010010,PARAPHARYNGEAL SPACE INFECTION,FALSE
ACINETOBACTER SEPSIS,43009606,ACINETOBACTER SEPSIS,FALSE
DISSEMINATED STRONGYLOIDIASIS,1198344,DISSEMINATED STRONGYLOIDIASIS,FALSE
BLOOD PH INCREASED,36314104,BLOOD PH INCREASED,FALSE
CONGENITAL RUBELLA SYNDROME,43011353,CONGENITAL RUBELLA SYNDROME,FALSE
REFEEDING SYNDROME,35226850,REFEEDING SYNDROME,FALSE
ANTERIOR CHAMBER ANGLE NEOVASCULARISATION,42889167,ANTERIOR CHAMBER ANGLE NEOVASCULARISATION,FALSE
SARS-COV-2 VIRAEMIA,43010599,SARS-COV-2 VIRAEMIA,FALSE
REVERSIBLE AIRWAYS OBSTRUCTION,37219808,REVERSIBLE AIRWAYS OBSTRUCTION,FALSE
BLOOD CHLORIDE,36316346,BLOOD CHLORIDE,FALSE
AUTOIMMUNE HEPARIN-INDUCED THROMBOCYTOPENIA,43011011,AUTOIMMUNE HEPARIN-INDUCED THROMBOCYTOPENIA,FALSE
INBORN ERROR OF AMINO ACID METABOLISM,43011086,INBORN ERROR OF AMINO ACID METABOLISM,FALSE
PERFORATION BILE DUCT,35909438,PERFORATION BILE DUCT,FALSE
SARS-COV-2 TEST FALSE POSITIVE,43010992,SARS-COV-2 TEST FALSE POSITIVE,FALSE
FOLLICLE CENTRE LYMPHOMA DIFFUSE SMALL CELL LYMPHOMA STAGE II,35104508,FOLLICLE CENTRE LYMPHOMA DIFFUSE SMALL CELL LYMPHOMA STAGE II,TRUE
CONDOM,37521367,CONDOM,FALSE
NEUROENDOCRINE TUMOUR OF THE RECTUM,35327689,NEUROENDOCRINE TUMOUR OF THE RECTUM,TRUE
CRUSH SYNDROME,36211293,CRUSH SYNDROME,FALSE
CYTOPHAGIC HISTIOCYTIC PANNICULITIS,1197933,CYTOPHAGIC HISTIOCYTIC PANNICULITIS,FALSE
SARS-COV-2 SEPSIS,43009807,SARS-COV-2 SEPSIS,FALSE
CLEFT LIP AND PALATE,35305705,CLEFT LIP AND PALATE,FALSE
HYDROSALPINX,36148186,HYDROSALPINX,FALSE
INTESTINAL DIAPHRAGM DISEASE,35708241,INTESTINAL DIAPHRAGM DISEASE,FALSE
OESOPHAGEAL ADENOSQUAMOUS CARCINOMA,43010287,OESOPHAGEAL ADENOSQUAMOUS CARCINOMA,TRUE
PERICARDIOTOMY,37520747,PERICARDIOTOMY,FALSE
MACULAR ISCHAEMIA,35607405,MACULAR ISCHAEMIA,FALSE
CHORIORETINAL SCAR,35607322,CHORIORETINAL SCAR,FALSE
PLATELET AGGREGATION NORMAL,36313173,PLATELET AGGREGATION NORMAL,FALSE
DERMATOCHALASIS,36568817,DERMATOCHALASIS,FALSE
CHOROIDAL DYSTROPHY,35607325,CHOROIDAL DYSTROPHY,FALSE
CHEST WALL OPERATION,37521801,CHEST WALL OPERATION,FALSE
ANAL DILATION PROCEDURE,37520941,ANAL DILATION PROCEDURE,FALSE
BREAST CAPSULECTOMY,46276774,BREAST CAPSULECTOMY,FALSE
CORNEAL TOXICITY,43010186,CORNEAL TOXICITY,FALSE
PELVIC BONE INJURY,43054587,PELVIC BONE INJURY,FALSE
OBSTRUCTIVE SLEEP APNOEA SYNDROME,36776788,OBSTRUCTIVE SLEEP APNOEA SYNDROME,FALSE
RETICULOCYTOPENIA,35104718,RETICULOCYTOPENIA,FALSE
DIRECTIONAL DOPPLER FLOW TESTS ABNORMAL,36312044,DIRECTIONAL DOPPLER FLOW TESTS ABNORMAL,FALSE
DRUG DELIVERY DEVICE PLACEMENT,43009324,DRUG DELIVERY DEVICE PLACEMENT,FALSE
RASH SCARLATINIFORM,37320219,RASH SCARLATINIFORM,FALSE
IONTOPHORESIS,788627,IONTOPHORESIS,FALSE
PAROXYSMAL EXTREME PAIN DISORDER,1334692,PAROXYSMAL EXTREME PAIN DISORDER,FALSE
MACROSOMIA,35809143,MACROSOMIA,FALSE
WRONG TECHNIQUE IN DEVICE USAGE PROCESS,46276969,WRONG TECHNIQUE IN DEVICE USAGE PROCESS,FALSE
HYPOTHALAMIC ENLARGEMENT,35506665,HYPOTHALAMIC ENLARGEMENT,FALSE
GASTRIC PNEUMATOSIS,1198787,GASTRIC PNEUMATOSIS,FALSE
FOETAL HEART RATE INDETERMINATE,1199893,FOETAL HEART RATE INDETERMINATE,FALSE
BILIARY CATHETER INSERTION,43009537,BILIARY CATHETER INSERTION,FALSE
LIVIDITY,37320339,LIVIDITY,FALSE
ERGOT POISONING,36211166,ERGOT POISONING,FALSE
SECRETIN TEST,36312286,SECRETIN TEST,FALSE
DECREASED VENTRICULAR PRELOAD,36311818,DECREASED VENTRICULAR PRELOAD,FALSE
BIOPSY STOMACH ABNORMAL,36312822,BIOPSY STOMACH ABNORMAL,FALSE
MUCOSAL PROLAPSE SYNDROME,43009285,MUCOSAL PROLAPSE SYNDROME,FALSE
IMMUNE-MEDIATED LUNG DISEASE,35327968,IMMUNE-MEDIATED LUNG DISEASE,FALSE
PROGRESSIVE CEREBELLAR DEGENERATION,35306072,PROGRESSIVE CEREBELLAR DEGENERATION,FALSE
AUSCULTATION,45885555,AUSCULTATION,FALSE
IMMUNE-MEDIATED DERMATITIS,43011121,IMMUNE-MEDIATED DERMATITIS,FALSE
RADICULOTOMY,37521529,RADICULOTOMY,FALSE
HAEMOGLOBIN NORMAL,36313247,HAEMOGLOBIN NORMAL,FALSE
IMMUNE-MEDIATED GASTRITIS,43011314,IMMUNE-MEDIATED GASTRITIS,FALSE
BARIUM IMPACTION,35708235,BARIUM IMPACTION,FALSE
NUTRITIONAL SUPPLEMENT ALLERGY,43009278,NUTRITIONAL SUPPLEMENT ALLERGY,FALSE
DRUG EXPOSURE BEFORE PREGNANCY,36211194,DRUG EXPOSURE BEFORE PREGNANCY,FALSE
IMMUNE-MEDIATED ARTHRITIS,43011108,IMMUNE-MEDIATED ARTHRITIS,FALSE
RADIOCHEMOTHERAPY,35328272,RADIOCHEMOTHERAPY,TRUE
EXPOSURE TO SARS-COV-2,43009919,EXPOSURE TO SARS-COV-2,FALSE
SPLENIC ARTERY EMBOLISATION,43010445,SPLENIC ARTERY EMBOLISATION,FALSE
CHRONIC GRAFT VERSUS HOST DISEASE IN EYE,43010333,CHRONIC GRAFT VERSUS HOST DISEASE IN EYE,FALSE
EFFECTIVE PERITONEAL SURFACE AREA INCREASED,36312828,EFFECTIVE PERITONEAL SURFACE AREA INCREASED,FALSE
HYPERCALCITONINAEMIA,42889135,HYPERCALCITONINAEMIA,FALSE
ANTIMETROPIA,35607456,ANTIMETROPIA,FALSE
PRIMARY HYPEROXALURIA,43011295,PRIMARY HYPEROXALURIA,FALSE
BONE GRAFT LYSIS,36211616,BONE GRAFT LYSIS,FALSE
VAGOTOMY,37521428,VAGOTOMY,FALSE
AUTOANTIBODY NEGATIVE,36313665,AUTOANTIBODY NEGATIVE,FALSE
URINE PROTEIN/CREATININE RATIO INCREASED,36315632,URINE PROTEIN/CREATININE RATIO INCREASED,FALSE
ANAEMIA VITAMIN B6 DEFICIENCY,35104068,ANAEMIA VITAMIN B6 DEFICIENCY,FALSE
OVARIAN GERM CELL TERATOMA STAGE II,36617640,OVARIAN GERM CELL TERATOMA STAGE II,TRUE
HYPERKALIURIA,36416594,HYPERKALIURIA,FALSE
"BLOOD 1,25-DIHYDROXYCHOLECALCIFEROL INCREASED",36314315,"BLOOD 1,25-DIHYDROXYCHOLECALCIFEROL INCREASED",FALSE
BILOMA,35909480,BILOMA,FALSE
ANIRIDIA,35305596,ANIRIDIA,FALSE
ECTROPION UVEAE,1200167,ECTROPION UVEAE,FALSE
INSULIN C-PEPTIDE ABNORMAL,36312279,INSULIN C-PEPTIDE ABNORMAL,FALSE
INTRAVENTRICULAR HAEMORRHAGE NEONATAL,36718014,INTRAVENTRICULAR HAEMORRHAGE NEONATAL,FALSE
RAOULTELLA TEST POSITIVE,42890077,RAOULTELLA TEST POSITIVE,FALSE
TRISOMY 11,35205154,TRISOMY 11,FALSE
PSEUDOHYPERPHOSPHATAEMIA,36416576,PSEUDOHYPERPHOSPHATAEMIA,FALSE
DEPOSIT EYE,35607391,DEPOSIT EYE,FALSE
CRANIAL NERVE PALSIES MULTIPLE,36718071,CRANIAL NERVE PALSIES MULTIPLE,FALSE
DEVICE PHYSICAL PROPERTY ISSUE,42889408,DEVICE PHYSICAL PROPERTY ISSUE,FALSE
ANGIOTENSIN I INCREASED,36315386,ANGIOTENSIN I INCREASED,FALSE
SPINAL VESSEL CONGENITAL ANOMALY,35305433,SPINAL VESSEL CONGENITAL ANOMALY,FALSE
PALLIDOTOMY,37521513,PALLIDOTOMY,FALSE
LEFT VENTRICULAR DILATATION,35228202,LEFT VENTRICULAR DILATATION,FALSE
LYMPHANGIECTASIA,35104749,LYMPHANGIECTASIA,FALSE
GENITAL CYST,36617527,GENITAL CYST,FALSE
TREATMENT DELAYED,35327338,TREATMENT DELAYED,FALSE
URINOMA,36211772,URINOMA,FALSE
PACHYDERMODACTYLY,1334569,PACHYDERMODACTYLY,FALSE
VOLVULUS OF SMALL BOWEL,35708229,VOLVULUS OF SMALL BOWEL,FALSE
IMMUNOGLOBULINS NORMAL,36313818,IMMUNOGLOBULINS NORMAL,FALSE
VENOUS THROMBOSIS NEONATAL,36818736,VENOUS THROMBOSIS NEONATAL,FALSE
DRUG PEAK LEVEL,1199776,DRUG PEAK LEVEL,FALSE
RENAL TUBULAR ATROPHY,37019302,RENAL TUBULAR ATROPHY,FALSE
DERMAL FILLER OVERCORRECTION,46276590,DERMAL FILLER OVERCORRECTION,FALSE
EXPOSURE VIA EYE CONTACT,43054584,EXPOSURE VIA EYE CONTACT,FALSE
TROMBIDIASIS,1335054,TROMBIDIASIS,FALSE
SEBORRHOEIC ALOPECIA,43010574,SEBORRHOEIC ALOPECIA,FALSE
URETERIC REPAIR,37521759,URETERIC REPAIR,FALSE
RIPPLING MUSCLE DISEASE,42889074,RIPPLING MUSCLE DISEASE,FALSE
DOUBLE STRANDED DNA ANTIBODY,36313680,DOUBLE STRANDED DNA ANTIBODY,FALSE
MARCUS GUNN SYNDROME,35305594,MARCUS GUNN SYNDROME,FALSE
PULMONARY ARTERY STENOSIS CONGENITAL,35305401,PULMONARY ARTERY STENOSIS CONGENITAL,FALSE
VACCINATION ERROR,36211482,VACCINATION ERROR,FALSE
PLASMIN INHIBITOR DECREASED,36313060,PLASMIN INHIBITOR DECREASED,FALSE
CANNABINOID HYPEREMESIS SYNDROME,43009292,CANNABINOID HYPEREMESIS SYNDROME,FALSE
TESTICULAR INJURY,36211361,TESTICULAR INJURY,FALSE
BENIGN TUMOUR EXCISION,37522125,BENIGN TUMOUR EXCISION,TRUE
GASTROINTESTINAL ORGAN CONTUSION,788700,GASTROINTESTINAL ORGAN CONTUSION,FALSE
CHRONIC RHINOSINUSITIS WITHOUT NASAL POLYPS,43009228,CHRONIC RHINOSINUSITIS WITHOUT NASAL POLYPS,FALSE
AMPUTATION OF PENIS,37521382,AMPUTATION OF PENIS,FALSE
TESTICULAR MALIGNANT TERATOMA STAGE III,36617740,TESTICULAR MALIGNANT TERATOMA STAGE III,TRUE
PULMONARY INTERSTITIAL EMPHYSEMA SYNDROME,37219846,PULMONARY INTERSTITIAL EMPHYSEMA SYNDROME,FALSE
SCHISTOSOMIASIS CUTANEOUS,36110457,SCHISTOSOMIASIS CUTANEOUS,FALSE
DIGITAL PULPITIS,1334869,DIGITAL PULPITIS,FALSE
METHAEMOGLOBIN URINE PRESENT,36314201,METHAEMOGLOBIN URINE PRESENT,FALSE
CLOT RETRACTION,36312968,CLOT RETRACTION,FALSE
SPINAL STROKE,1335204,SPINAL STROKE,FALSE
ATHEROSCLEROTIC PLAQUE RUPTURE,46276610,ATHEROSCLEROTIC PLAQUE RUPTURE,FALSE
INTRAVITREAL IMPLANT,45885613,INTRAVITREAL IMPLANT,FALSE
MAPLE SYRUP DISEASE,35305778,MAPLE SYRUP DISEASE,FALSE
PELVIC HAEMORRHAGE,37119705,PELVIC HAEMORRHAGE,FALSE
BLOOD SELENIUM,36316384,BLOOD SELENIUM,FALSE
SEIZURE ANOXIC,36718539,SEIZURE ANOXIC,FALSE
PYELOPLASTY,37521736,PYELOPLASTY,FALSE
CSF CULTURE POSITIVE,36314497,CSF CULTURE POSITIVE,FALSE
ACQUIRED FACTOR XI DEFICIENCY,43011026,ACQUIRED FACTOR XI DEFICIENCY,FALSE
SYSTEMIC LUPUS ERYTHEMATOSUS DISEASE ACTIVITY INDEX ABNORMAL,36313978,SYSTEMIC LUPUS ERYTHEMATOSUS DISEASE ACTIVITY INDEX ABNORMAL,FALSE
VESTIBULAR PAROXYSMIA,43011410,VESTIBULAR PAROXYSMIA,FALSE
FRACTIONAL URIC ACID EXCRETION,43010758,FRACTIONAL URIC ACID EXCRETION,FALSE
CSF OLIGOCLONAL BAND,36315003,CSF OLIGOCLONAL BAND,FALSE
BASOPHILIA,35104850,BASOPHILIA,FALSE
IMMUNE-MEDIATED MYOCARDITIS,43010875,IMMUNE-MEDIATED MYOCARDITIS,FALSE
PILONIDAL SINUS REPAIR,37521870,PILONIDAL SINUS REPAIR,FALSE
COINFECTION,43010104,COINFECTION,FALSE
AEROCOCCUS URINAE INFECTION,43010615,AEROCOCCUS URINAE INFECTION,FALSE
INFUSION SITE URTICARIA,35808955,INFUSION SITE URTICARIA,FALSE
ADENOVIRAL MENINGITIS,1200180,ADENOVIRAL MENINGITIS,FALSE
ADRENOCORTICAL INSUFFICIENCY NEONATAL,35506462,ADRENOCORTICAL INSUFFICIENCY NEONATAL,FALSE
IMMUNE-MEDIATED CYTOPENIA,43011216,IMMUNE-MEDIATED CYTOPENIA,FALSE
NEUROFIBROSARCOMA METASTATIC,36517084,NEUROFIBROSARCOMA METASTATIC,TRUE
HEMIMEGALENCEPHALY,788151,HEMIMEGALENCEPHALY,FALSE
WRONG PATIENT,43011064,WRONG PATIENT,FALSE
FACIAL DISCOMFORT,43011237,FACIAL DISCOMFORT,FALSE
COCKROACH ALLERGY,36045409,COCKROACH ALLERGY,FALSE
DNA MISMATCH REPAIR DEFICIENCY TEST,1199943,DNA MISMATCH REPAIR DEFICIENCY TEST,FALSE
GRISCELLI SYNDROME,1199008,GRISCELLI SYNDROME,FALSE
"BLADDER CANCER STAGE 0, WITHOUT CANCER IN SITU",36617462,"BLADDER CANCER STAGE 0, WITHOUT CANCER IN SITU",TRUE
STUBBORNNESS,36919079,STUBBORNNESS,FALSE
ARTERIOSCLEROSIS MOENCKEBERG-TYPE,37622404,ARTERIOSCLEROSIS MOENCKEBERG-TYPE,FALSE
APPARENT MINERALOCORTICOID EXCESS,1200290,APPARENT MINERALOCORTICOID EXCESS,FALSE
LIMB MALFORMATION,35305937,LIMB MALFORMATION,FALSE
ULTRASOUND PANCREAS,1197780,ULTRASOUND PANCREAS,FALSE
FEBRILE NONHAEMOLYTIC TRANSFUSION REACTION,35809048,FEBRILE NONHAEMOLYTIC TRANSFUSION REACTION,FALSE
BRONCHOGRAM,36316082,BRONCHOGRAM,FALSE
ANTI-AQUAPORIN-4 ANTIBODY NEGATIVE,42889872,ANTI-AQUAPORIN-4 ANTIBODY NEGATIVE,FALSE
INJECTION SITE THROMBOSIS,35809020,INJECTION SITE THROMBOSIS,FALSE
GLANZMANN'S DISEASE,35125718,GLANZMANN'S DISEASE,FALSE
THROMBASTHENIA,35104682,THROMBASTHENIA,FALSE
RADIOTHERAPY TO SKIN,37521899,RADIOTHERAPY TO SKIN,FALSE
CERVICITIS GONOCOCCAL,36110168,CERVICITIS GONOCOCCAL,FALSE
MYELOBLAST PRESENT,788539,MYELOBLAST PRESENT,FALSE
CONJUNCTIVAL GRANULOMA,35606840,CONJUNCTIVAL GRANULOMA,FALSE
ENDOCRINE TEST,36312231,ENDOCRINE TEST,FALSE
EXPOSURE VIA UNKNOWN ROUTE,1199533,EXPOSURE VIA UNKNOWN ROUTE,FALSE
HEPATITIS E ANTIBODY POSITIVE,36314712,HEPATITIS E ANTIBODY POSITIVE,FALSE
FUNGAL PHARYNGITIS,46276569,FUNGAL PHARYNGITIS,FALSE
HAIR DYE USER,37420578,HAIR DYE USER,FALSE
PARATHYROID SCAN ABNORMAL,36312238,PARATHYROID SCAN ABNORMAL,FALSE
HAEMORRHAGIC VARICELLA SYNDROME,1199612,HAEMORRHAGIC VARICELLA SYNDROME,FALSE
ACCIDENTAL DEVICE INGESTION BY A CHILD,43054425,ACCIDENTAL DEVICE INGESTION BY A CHILD,FALSE
PELVIC ORGAN INJURY,35707782,PELVIC ORGAN INJURY,FALSE
CEMENTO OSSEOUS DYSPLASIA,42889217,CEMENTO OSSEOUS DYSPLASIA,FALSE
MAFFUCCI SYNDROME,43010071,MAFFUCCI SYNDROME,FALSE
LYMPHOPLASIA,35104777,LYMPHOPLASIA,FALSE
ELECTIVE PROCEDURE,37522155,ELECTIVE PROCEDURE,FALSE
FALLOPIAN TUBE CANCER STAGE II,36617592,FALLOPIAN TUBE CANCER STAGE II,TRUE
PHARYNGEAL POLYP,36617768,PHARYNGEAL POLYP,FALSE
ACTIVATED PROTEIN C RESISTANCE TEST POSITIVE,36312924,ACTIVATED PROTEIN C RESISTANCE TEST POSITIVE,FALSE
TRENDELENBURG'S SYMPTOM,35809108,TRENDELENBURG'S SYMPTOM,FALSE
HAEMORRHAGIC CHOLECYSTITIS,1335087,HAEMORRHAGIC CHOLECYSTITIS,FALSE
VIRAL LABYRINTHITIS,35406388,VIRAL LABYRINTHITIS,FALSE
BIRTH TRAUMA,36211289,BIRTH TRAUMA,FALSE
CONGENITAL GREAT VESSEL ANOMALY,35205118,CONGENITAL GREAT VESSEL ANOMALY,FALSE
SWYER SYNDROME,43010322,SWYER SYNDROME,FALSE
HYPERMUTATION,1198507,HYPERMUTATION,FALSE
DIETHYLSTILBOESTROL SYNDROME,35305486,DIETHYLSTILBOESTROL SYNDROME,FALSE
JUVENILE ABSENCE EPILEPSY,35327079,JUVENILE ABSENCE EPILEPSY,FALSE
FEMOROACETABULAR IMPINGEMENT,42889618,FEMOROACETABULAR IMPINGEMENT,FALSE
POST PROCEDURAL PRURITUS,43010263,POST PROCEDURAL PRURITUS,FALSE
MALE GENITAL TRACT TUBERCULOSIS,36110773,MALE GENITAL TRACT TUBERCULOSIS,FALSE
OPHTHALMIC MIGRAINE,36774896,OPHTHALMIC MIGRAINE,FALSE
CHRONIC GRAFT VERSUS HOST DISEASE IN LUNG,35327557,CHRONIC GRAFT VERSUS HOST DISEASE IN LUNG,FALSE
ENCEPHALITIS LETHARGICA,36110487,ENCEPHALITIS LETHARGICA,FALSE
GLUCOCORTICOIDS NORMAL,36312179,GLUCOCORTICOIDS NORMAL,FALSE
CRYPTOCOCCAL MENINGOENCEPHALITIS,43009478,CRYPTOCOCCAL MENINGOENCEPHALITIS,FALSE
PALPATORY FINDING ABNORMAL,36315341,PALPATORY FINDING ABNORMAL,FALSE
AUTOIMMUNE BLISTERING DISEASE,43010284,AUTOIMMUNE BLISTERING DISEASE,FALSE
OBESITY CARDIOMYOPATHY,1199725,OBESITY CARDIOMYOPATHY,FALSE
BLOOD BETA-D-GLUCAN POSITIVE,43009175,BLOOD BETA-D-GLUCAN POSITIVE,FALSE
CEREBRAL RADIATION INJURY,788185,CEREBRAL RADIATION INJURY,FALSE
GASTRIC OCCULT BLOOD POSITIVE,36312832,GASTRIC OCCULT BLOOD POSITIVE,FALSE
CONTINUOUS GLUCOSE MONITORING,1199045,CONTINUOUS GLUCOSE MONITORING,FALSE
AUTOSCOPY,43562924,AUTOSCOPY,FALSE
FOETAL MALFORMATION,35305502,FOETAL MALFORMATION,FALSE
EXTRANODAL MARGINAL ZONE B-CELL LYMPHOMA (MALT TYPE) STAGE III,35104502,EXTRANODAL MARGINAL ZONE B-CELL LYMPHOMA (MALT TYPE) STAGE III,TRUE
ANION GAP,36314082,ANION GAP,FALSE
SEGMENTAL DIVERTICULAR COLITIS,1198548,SEGMENTAL DIVERTICULAR COLITIS,FALSE
LACTESCENT SERUM,36313145,LACTESCENT SERUM,FALSE
ANOPHTHALMOS,35305615,ANOPHTHALMOS,FALSE
FACIOBRACHIAL DYSTONIC SEIZURE,43010919,FACIOBRACHIAL DYSTONIC SEIZURE,FALSE
CENTRAL NERVOUS SYSTEM IMMUNE RECONSTITUTION INFLAMMATORY RESPONSE,1200807,CENTRAL NERVOUS SYSTEM IMMUNE RECONSTITUTION INFLAMMATORY RESPONSE,FALSE
MEDIASTINAL CYST,36617750,MEDIASTINAL CYST,FALSE
DUCHENNE MUSCULAR DYSTROPHY GENE CARRIER,35305449,DUCHENNE MUSCULAR DYSTROPHY GENE CARRIER,FALSE
AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS,43009419,AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS,FALSE
PULMONARY SEQUESTRATION,35306251,PULMONARY SEQUESTRATION,FALSE
GLAUCOMA DRAINAGE DEVICE PLACEMENT,1199152,GLAUCOMA DRAINAGE DEVICE PLACEMENT,FALSE
CROSS SENSITIVITY REACTION,36314501,CROSS SENSITIVITY REACTION,FALSE
UMBILICAL CORD VASCULAR DISORDER,36818776,UMBILICAL CORD VASCULAR DISORDER,FALSE
BLOODY PERITONEAL EFFLUENT,35708682,BLOODY PERITONEAL EFFLUENT,FALSE
INFERIOR VENA CAVA SYNDROME,42890164,INFERIOR VENA CAVA SYNDROME,FALSE
CARNITINE,36314050,CARNITINE,FALSE
HAEMORRHAGIC ASCITES,35708683,HAEMORRHAGIC ASCITES,FALSE
MACULAR THICKENING,43009195,MACULAR THICKENING,FALSE
5-HYDROXYINDOLACETIC ACID,36314216,5-HYDROXYINDOLACETIC ACID,FALSE
ACQUIRED POROKERATOSIS,1198438,ACQUIRED POROKERATOSIS,FALSE
LEUKAEMOID REACTION,35104855,LEUKAEMOID REACTION,FALSE
NASOPHARYNGEAL TUMOUR,43010382,NASOPHARYNGEAL TUMOUR,TRUE
PARANASAL SINUS AND NASAL CAVITY MALIGNANT NEOPLASM,36617858,PARANASAL SINUS AND NASAL CAVITY MALIGNANT NEOPLASM,TRUE
BRONCHIAL ANASTOMOSIS COMPLICATION,36211728,BRONCHIAL ANASTOMOSIS COMPLICATION,FALSE
NON-HODGKIN'S LYMPHOMA UNSPECIFIED HISTOLOGY INDOLENT STAGE III,35104663,NON-HODGKIN'S LYMPHOMA UNSPECIFIED HISTOLOGY INDOLENT STAGE III,TRUE
PYOSTOMATITIS VEGETANS,43562917,PYOSTOMATITIS VEGETANS,FALSE
NEGATIVE SYMPTOMS IN SCHIZOPHRENIA,35327653,NEGATIVE SYMPTOMS IN SCHIZOPHRENIA,FALSE
PARANEOPLASTIC DERMATOSIS,788520,PARANEOPLASTIC DERMATOSIS,TRUE
GANGRENOUS BALANITIS,36110042,GANGRENOUS BALANITIS,FALSE
ANAL RASH,43009476,ANAL RASH,FALSE
CARDIAC FIBROMA,35205047,CARDIAC FIBROMA,TRUE
DNA ANTIBODY NEGATIVE,36313678,DNA ANTIBODY NEGATIVE,FALSE
ANTINUCLEAR ANTIBODY NEGATIVE,36313660,ANTINUCLEAR ANTIBODY NEGATIVE,FALSE
URINARY TRACT SPASM,37178760,URINARY TRACT SPASM,FALSE
PRODUCT INTOLERANCE,1198897,PRODUCT INTOLERANCE,FALSE
POST-TRAUMATIC PUNCTATE INTRAEPIDERMAL HAEMORRHAGE,42889557,POST-TRAUMATIC PUNCTATE INTRAEPIDERMAL HAEMORRHAGE,FALSE
INFUSION SITE NODULE,35842295,INFUSION SITE NODULE,FALSE
FIBRINOLYSIS INCREASED,36313044,FIBRINOLYSIS INCREASED,FALSE
HYSTEROSALPINGECTOMY,37521656,HYSTEROSALPINGECTOMY,FALSE
SUBACUTE PANCREATITIS,43010564,SUBACUTE PANCREATITIS,FALSE
ADMINISTRATION SITE ATROPHY,45886277,ADMINISTRATION SITE ATROPHY,FALSE
MULTIPLE ENDOCRINE NEOPLASIA TYPE 2B,43053730,MULTIPLE ENDOCRINE NEOPLASIA TYPE 2B,FALSE
BLEB REVISION,43010001,BLEB REVISION,FALSE
TENON'S CYST,35606823,TENON'S CYST,FALSE
INTESTINAL T-CELL LYMPHOMA STAGE IV,35104617,INTESTINAL T-CELL LYMPHOMA STAGE IV,TRUE
CHECKPOINT KINASE 2 GENE MUTATION,1334823,CHECKPOINT KINASE 2 GENE MUTATION,FALSE
ULTRASOUND SCAN NORMAL,36313946,ULTRASOUND SCAN NORMAL,FALSE
CUTANEOUS B-CELL LYMPHOMA,35327562,CUTANEOUS B-CELL LYMPHOMA,TRUE
HER2 MUTANT NON-SMALL CELL LUNG CANCER,43009352,HER2 MUTANT NON-SMALL CELL LUNG CANCER,TRUE
HODGKIN'S DISEASE LYMPHOCYTE PREDOMINANCE TYPE STAGE IV,35104433,HODGKIN'S DISEASE LYMPHOCYTE PREDOMINANCE TYPE STAGE IV,TRUE
EUBACTERIUM INFECTION,36110037,EUBACTERIUM INFECTION,FALSE
JUGULAR VEIN DISTENSION,35205031,JUGULAR VEIN DISTENSION,FALSE
INSULIN THERAPY,35328274,INSULIN THERAPY,FALSE
ISCHAEMIC CONTRACTURE OF THE LEFT VENTRICLE,42889014,ISCHAEMIC CONTRACTURE OF THE LEFT VENTRICLE,FALSE
MALARIA RECRUDESCENCE,1335209,MALARIA RECRUDESCENCE,FALSE
GASTROINTESTINAL TRACT MUCOSAL DISCOLOURATION,35707829,GASTROINTESTINAL TRACT MUCOSAL DISCOLOURATION,FALSE
DELTA-BETA THALASSAEMIA,35104274,DELTA-BETA THALASSAEMIA,FALSE
TRENCH FEVER,36110833,TRENCH FEVER,FALSE
OESOPHAGEAL DYSPLASIA,35707837,OESOPHAGEAL DYSPLASIA,FALSE
MYOPIC TRACTION MACULOPATHY,1198489,MYOPIC TRACTION MACULOPATHY,FALSE
NONINFECTIVE ENCEPHALOMYELITIS,45885802,NONINFECTIVE ENCEPHALOMYELITIS,FALSE
PREPUCE REDUNDANT,37119591,PREPUCE REDUNDANT,FALSE
COOLING THERAPY,1200496,COOLING THERAPY,FALSE
NPM1 GENE MUTATION,43009248,NPM1 GENE MUTATION,FALSE
GASTRIC FIBROSIS,45885546,GASTRIC FIBROSIS,FALSE
HIV ANTIBODY NEGATIVE,36314642,HIV ANTIBODY NEGATIVE,FALSE
SPINAL ROD REMOVAL,37521544,SPINAL ROD REMOVAL,FALSE
SPINAL SUBDURAL HAEMATOMA,43562713,SPINAL SUBDURAL HAEMATOMA,FALSE
VIITH NERVE INJURY,36211249,VIITH NERVE INJURY,FALSE
HOMOCYSTEINE URINE,36314275,HOMOCYSTEINE URINE,FALSE
RIGHT VENTRICULAR ENLARGEMENT,35228204,RIGHT VENTRICULAR ENLARGEMENT,FALSE
